,Topic,Pledge
131,10,"DER Touristik integrates sustainable aspects into travel and creates authentic holiday experiences. DER Touristik promotes and characterises certified products and makes it easier for customers to choose and book. Wherever possible, sustainability standards are implemented within the supply chain, to protect both humans and the environment. _x000D_
_x000D_
Therefore, DER Touristik has set itself the goal of 25 % of the hotels in the core portfolio being certified with a Sustainability certificate according to the GSTC standard. _x000D_
In order to advance on this path, DER Touristik will be requiring 100 % of the management and_x000D_
property hotels to have Travellife certification by 2025. _x000D_
_x000D_
Also for the companies in the destinations, DER Touristik wants to ensure a good sustainability standard and therefore the so-called DMCs (Destination Management Companies) complete a Travellife certification by 2025. _x000D_
_x000D_
Climate change is changing our world, making it one of the biggest threats of the 21st century. A first decisive step towards more climate-friendly travel is transparency: Emissions are calculated uniformly and presented for employees and customers, so that more climate-friendly travel could be offered and booked in the future. _x000D_
_x000D_
DER Touristik has therefore led the Centre for Sustainable Tourism together with Futouris (ZENAT) mandates to compile a market overview of the existing climate accounting systems. The overview showed that there are already good calculation bases for emissions from air traffic and methods that also determine the climate impact of other travel components. However, there is no climate accounting standard covering all elements of the tourism value chain and at the same time that would be accepted from as many partners as possible as an industry standard._x000D_
_x000D_
That’s why DER Touristik is now actively involved in Futouris’ industry project “Klimabewusst reisen”. By the end of October 2022, Futouris members develop in cooperation with the Institut for Sustainable Development Tourismus GmbH and the German Travel Association DRV a standard for climate accounting of Travel to find industry-wide support. _x000D_
On the basis of this standard, CO2 emissions will be reported uniformly for all journeys in the future. _x000D_
This is how customers can make an informed decision and the industry’s absolute emissions _x000D_
substantially and measurably lowered."
132,21,"One of EcoMarine Malta tourism operations' pillars is sharing Ocean Literacy knowledge. It is about gaining experiences by engaging in practical activities while answering these questions:_x000D_
What does the environment do for us?_x000D_
What do we do for the environment?_x000D_
What can we do to protect it?_x000D_
We promote educational tourism for people of all ages and support studying Marine Biology in schools. We swap the traditional classroom for an outdoor area, a boat, a shore, a beach or the open sea. You can find more information on our educational collaborations at www.ecomarinemalta.com.mt  _x000D_
_x000D_
The concrete targets are:_x000D_
-   To engage at least five schools in these activities each year until 2025_x000D_
-   Participate and organize in collaboration with EIT- Climate Kick hub Malta and MCAST  two events, ""Young innovators Climathon"", each year until 2025, one during the summer and one during the winter."
133,10,"We will introduce an image brochure, our new publication on website of SLOVAKIA TRAVEL, where we will present the story of SLOVAKIA captured in amazing pictures of natural beauty, historical and contemporary architecture, UNESCO heritage and technical monuments. Moreover learning about our traditions rediscovered by a young inspiring generation following the skills of our ancestors in a modern way. Product brochures focused on specific product segments will also be presented online on website to highlight different tourism offers by 2023."
134,10,"New architechture of Visit Tuscany _x000D_
_x000D_
Visit Tuscany is the web portal to promote Tuscany, as destination. It is connected to several back-office database (see point topic 5.)_x000D_
https://www.visittuscany.com/en/ _x000D_
_x000D_
Tuscany Region, with the support of Visit Tuscany, is re-dedesign the architechture of Visit Tuscany, the portal for digital promotion of the Tuscany destination, according to the principles of user centered design (UCD) and user experience design (UXD). This will improve the availability of online information of the regional tourism offer accessible, unique and targeted by segments and markets._x000D_
_x000D_
TARGET 2023-2025_x000D_
The online availability and usability of information on the destination and on the regional tourist offer has been improved through:_x000D_
_x000D_
2023:_x000D_
- putting the “new” Visit Tuscany online"
135,10,"Goals:_x000D_
-	At least 70% of people familiar with Flanders consider Flanders a sustainable destination._x000D_
-	The sector’s satisfaction with regard to the information Visit Flanders provides on sustainability reaches at least 8 out of 10._x000D_
-	Entrepreneurs, visitors and residents have access to transparent and unambiguous information about the sustainability efforts of Visit Flanders, which it reports on every year._x000D_
_x000D_
_x000D_
2.3.1	We interweave all aspects of sustainability into communication on the themes and range of options Visit Flanders has to offer, for visitors, residents and the sector. _x000D_
2.3.2	We ensure that the elements relating to accessibility, family-friendliness, planning a visit, public transport, trips with a lower ecological impact, etc. are prominent and available in various languages on all our communication channels. _x000D_
2.3.3	We develop a method to ascertain the perception of sustainability with regard to Flanders as a destination._x000D_
2.3.4	We actively promote trends in sustainability, opportunities in sustainable entrepreneurship, etc. in our network._x000D_
2.3.5	We make complex information about sustainability clear and accessible to operators and providers, for example, by means of unambiguous instructions to reduce environmental impact._x000D_
2.3.6	Sustainability performance is monitored and communicated either annually or, where possible, on a permanent basis, to the sector, residents and our visitors."
136,11,"Creation and upgrade of the Sustainability Charter of the Azores Platform, where local SME's can report the sustainability reports, indicators, share good practices, and have access to specific tools, templates and news about sustainable development in the Azores. Goal: Platform upgrade by 2023."
137,11,". Connect4Tourism, is a B2B platform that should allow us to channel communication with the Catalan tourist offer and the demand of the different markets, with a platform developed with Microsoft Dynamics 360 tools that will facilitate the creation of community in the Catalan tourism ecosystem and the strengthening of the link with the trade community of the emitting markets, as well as with the influencers and the various prescribers we can count on. It will be 100% new in terms of structuring and improving the link with the actors in demand. As for the offer, it will replace two tools designed so far to support the Catalan tourism sector: 1) the ""CoLab"", a tool designed to promote contact between companies in the sector to be able to solve challenges in a cooperative way,_x000D_
2) as well as in large part the “Hello!” service. (the part that is managed digitally), because it will provide answers to queries from companies in the Catalan tourism sector._x000D_
Target:  start its implementation during the first quarter of 2023"
138,11,"EnviroNaut Project of which EBI is a partner, will create the first-ever curriculum for the position of “Environmental Officer in Nautical Tourism” and deliver it in form of an online (and free) course._x000D_
Therefore, we take this opportunity to pledge that, from the EnviroNaut project, we will promote easily accessible good practices, peer learning and networking for SMEs, including them in the ""Environmental Officer"" course that we are developing._x000D_
The course will be available from January 2024. It will be online, free of charge and a pioneer course in the sector._x000D_
Currently, the project partners are in the process of development, as the project is active from February 2022."
139,26," EcoMarine Malta services are based on Sustainable tourism. We offer Marine Life Spotting Experiences through sustainable and educational boat excursions. We aim to educate, and with an expert marine biologist_x000D_
onboard, we also conduct scientific research to increase awareness and protect and conserve the dolphins_x000D_
living in Maltese waters. We enable visitors to connect with the sea around the Maltese Islands on a fully - equipped sailing boat with up to 12 people on board. Children and adults will be able to encounter dolphins, turtles and seabirds in their natural habitat, guided by an expert marine biologist. Moreover, we follow an International Code of Conduct to protect the animals._x000D_
We like to define our experience as ""Slow tours"" with no predefined stops and no rush to return. Our services provide educational, relaxing and fun experiences for visitors, residents, families or work teams throughout the year, benefiting from and contributing to the rich local marine wildlife. _x000D_
Targets until 2025 include: _x000D_
Increase the summer experiences by up to five weekly tours in the high season June – September (16 weeks) involving up to 720 customers. _x000D_
Increase the fall, winter, and spring activities by up to two tours per week (28 weeks) involving up to 500 customers. _x000D_
Expand the fleet to two boats to double the winter numbers and offer Marine Life Spotting in Malta and weekly experiences during the high season.  _x000D_
Increase by 60% the presence of tourists on board while continuing to share our experiences with Maltese customers and ex-pats living in Malta permanently."
140,3,"Implementation of impact measurement framework by early 2023 and use it to inform all our travelers with a scoresheet with indicators relating to their trip on: 1) Scope 1-3 CO2 emissions, 2) socio-economic benefits 3) comparison of negative and positive effects. We will also use these scoresheets as internal management tool to track progress towards sustainability goals. We encourage travel in shoulder and low season for more regular local income throughout the year and aim to run 30% off tours outside of high season. Already implemented: Only vegetarian/ vegan meal options at team events."
141,8,We set yearly sustainability goals and inform of their follow-up transparently online as seen in our sustainability report: https://fairaway.de/gemeinsam-besser/nachhaltigkeitsbericht.
142,11,"Emotur lab:  https://emotur.ulpgc.es/en/ - https://euroemotur.eu/_x000D_
_x000D_
Within the European project Euro-Emotur project (COSME). Euro-Emotur. The journey towards digitalisation. Thinking digital tourism through neuromarketing and emotions.   TOURINN-01-2020. 101038111_x000D_
Our organization commit to:_x000D_
_x000D_
Identify and publish at least ten SMEs´ best practices_x000D_
Organize at least three events for SMEs for networking"
143,11,"Our Chamber of commerce is partner of the Enterprise Europe Network (https://een.ec.europa.eu/)  will organize 3 living labs during 2022 with a local Mountain association in Piedmont. During each of these living labs we will present best practices and per learning experience about Tourism and sustainability, Tourism and Sport, Tourism and Digitalization._x000D_
The programme of the 3 living labs is under costruction but hte dates are already fixed: 17 May 2022, 21/06/2022, 13/09/2022"
144,12,"AViTeM will contribute to this topic by enhancing its ongoing cooperation work through EU cooperation projects with other organisations, local/regional/national institutions, associations, businesses across Europe and the Mediterranean._x000D_
By 2025/2030, we expect to have implemented at least one project aiming to promote new models of tourism development that are in line with the current and future challenges related to climate change"
145,12,"Creation of an online tool (App) that allows the community and tourists to participate in environmental and social activities to offset their carbon footprint._x000D_
App to be lunched by 2023"
146,12,"Tourism and particularly tourism transport, contribute significantly to global environmental challenges, and effective policies to address these challenges remain largely absent. The research group Sustainable Tourism & Transport, therefore, strives for meaningful changes that contribute to a reduction of tourism’s environmental footprint by creating an impact on relevant tourism and environmental policy domains and on the awareness and practices of relevant organisations and the public at large. _x000D_
_x000D_
In our research, we aim to bridge the knowledge gap between the role of tourism and tourism transport in several global environmental challenges (notably climate change, but also biodiversity loss and health). We use our research to help businesses, consumers, and policymakers to take actions that effectively address these challenges.  _x000D_
_x000D_
Our research adopts an integrated perspective on tourism that include all tourist flows to and from destinations (domestic and international, and all travel purposes, including business travel). We do so by measuring environmental impacts and developing mitigating policies and strategies, including assessing the societal and economic implications. The results are not only sound reports and articles but also innovative research approaches and tools based on a solid translation of science to the sector practices. _x000D_
_x000D_
To this end, we: _x000D_
1.	Measure and forecast the effects of tourism and tourism transport on the environment – particularly carbon dioxide (CO2) emissions – and possible consequences for consumers and businesses under current and alternative policy regimes. _x000D_
2.	Examine and influence processes of policy formation to guide policy actors in the development of alternative policies that effectively address specific tourism-related environmental challenges – particularly climate change. _x000D_
3.	Explore innovative approaches, measures, ideas, and new applications._x000D_
4.	Develop innovative tools – including serious gaming applications and enlightening translations of scientific outcomes for both policy-makers, the public, and business leaders – to assist policy-making._x000D_
_x000D_
To create impact with our research, we aim for scientific integrity, quality, credibility, societal relevance, and consistency. Staying true to science is central to our approach. We only engage in consultancy and research projects when there is a direct link to our own research track record or knowledge of the scientific state-of-the-art. And we aim for solid, pro-active science communication and inclusive engagement with all relevant stakeholders across the political spectrum. _x000D_
We do so by:_x000D_
1	Pursuing relevant research and consultancy projects in the tourism and environmental policy domain, with a focus on tourism-related transport issues. _x000D_
2	Integrate the findings in reports and outputs that are immediately relevant for stakeholders in this domain because they provide science-based directions to ongoing policy debates. _x000D_
3	Publishing the findings of our research in reputable, international peer-reviewed academic publications. _x000D_
4	Present and discuss our findings and hypotheses at international scientific and applied conferences and workshops. _x000D_
5	Engage with policymakers and the general public through mainstream media and other (social) media channels to address key societal challenges based on our research. _x000D_
_x000D_
The Sustainable Tourism research group currently consists of six dedicated researchers, who supervise over twenty master’s and undergraduate students, are commissioners of another ten to fifteen thesis students, conduct five to ten projects, and publish many scientific and professional papers annually. Research is disseminated at international workshops, conferences, and both national and international social and public media and is available on the BUas Research Portal: https://pure.buas.nl/en/organisations/centre-for-sustainability-tourism-and-transport-cstt"
147,12,"Project ""Rural Bike Conecta"", a sustainable network of cyclable paths connecting each natural protected space in our Region with the others, what practically means connecting almost every point of Castilla-La Mancha (by 2025)._x000D_
Project to deploy a 80 astronomical observatories and viewpoints all over our territory in order to boost astronomical tourism as a sustainable way to enjoy rural areas (by 2025)."
148,12,"We have conducted and still conduct EU projects on measuring and fostering sustainable tourism, financed by the Alpine Space, COSME and Central Europe programmes (e.g. ClimAlpTour, Access2Mountain, INTER-Regio-Rail, InRuTou, SilViAlp).  We are now submitting new project proposals and look forward to being financed to advance the academic and transfer-oriented sustainability field."
149,12,"The Region wishes to strengthen the commitment of the tourism sector in favour of the circular economy, in particular by earmarking €25.3 million from the regional ERDF to facilitate the transition of volunteers actors. This regional mobilisation could also be reflected in a ""circular tourism"" commitment framework signed between the Region and the Ile-de-France tourism stakeholders as outlined in the Regional Strategy for the Circular Economy._x000D_
_x000D_
La Stratégie régionale d’économie circulaire prévoit de renforcer l’engagement de la filière touristique en faveur de l’économie circulaire, pour en limiter l’impact environnemental. Ce choix, très engageant pour la filière, implique un accompagnement très fort de la part de la Région et de ses partenaires car il s’agit de ne pas se limiter à quelques grands acteurs du tourisme mais bien de chercher à apporter des réponses concrètes aux besoins vitaux, matériels et en termes de service des environ 50 millions de visiteurs français et internationaux, que l’Ile-de-France, destination d’envergure mondiale, accueille chaque année._x000D_
Ce travail autour de l’engagement vers une véritable économie circulaire touristique nécessitera, au-delà de questionnements et de travaux sur les enjeux environnementaux, un renforcement très fort de la mise en réseau des partenaires. La Région, grâce notamment à ses organismes associés (CRT, IDF Terre de Saveurs, Institut Paris Region), entend se mobiliser sur cet enjeu en s’appuyant sur le levier des fonds européens, et en fléchant notamment 25,3 millions d’euros du FEDER régional pour faciliter la transition des acteurs qui le souhaitent. Tel que prévu dans la Stratégie régionale en faveur de l'économie circulaire (SREC), cette mobilisation régionale pourra aussi se traduire par un cadre d’engagement « tourisme circulaire » signé entre la Région et les acteurs franciliens du tourisme. Enfin, l’Institut Paris Région, comme indiqué précédemment, s’est déjà engagé dans deux projets collaboratifs européens liés à la réduction des déchets dans le tourisme."
150,11,"We have implement a partner hub with shared resources and best practice discussions for our collaboration partners in 40 local destinations, which we continue to elaborate. We will also provide online training sessions on sustainability and resilience at least 2 times a year, with an objective to have all partners having engaged in training by year 2025."
151,12,"NECSTouR plans to align this topic with its activities as partner in the MED Sustainable Tourism Community (STC). STC is the second generation of a horizontal project aiming to find solutions for the protection and promotion of natural and cultural resources in the Mediterranean area through a coherent strategy of Community Building, Communication and Capitalisation. The Community gathers 22 projects co-funded by the European Regional Development Fund (ERDF) dealing with sustainable tourism in coastal destinations tackling the priority “environmental protection”. This means that the Community is a source of tested project outcomes dealing with tourism product diversification, addressing negative impacts into the landscape and society, tools and methodologies to better manage and measure tourism. As part of the Climate Action Plan implementation our work will be to analyse which of those examples can fit our (renewed) knowledge hub to guide destinations into the greening transitions. For this at least one more workshop will take place before the ned of 2022. NECSTouR being the partner in charge of the capitalisation activities and the “EU” antenna, transfers the Community’s outcomes to our knowledge hub and mainstreams policy recommendations into the European agenda. The capitalisation is being made through cooperation events and regional working groups."
152,28,As a small tour operator we try to engage our customer in making more sustainable choices by 2023 by communicating of the impact of sustainable options vs. non-sustainable travelling. We compensate all non-avoidable emissions including Scope 3 on behalf of our customers through verified offset schemes that invest in the transformation and sustainable development.
153,12,"Timiș County Council had applied to BeCultour project funded by the European Union’s Horizon 2020 research and innovation programme being now part of this community of passionate regional representatives committed to shaping the future of circular cultural tourism in their territory - https://becultour.eu/timis-county-council-romania. _x000D_
_x000D_
Concrete target: designing an action plan by the end of the project - 2023 and to implement after in our ecosystem by cooperating with stakeholders; The actions we will include in our action plan are: _x000D_
Program for recognizing the quality and sustainability of tourism services and products (label for local services and products);_x000D_
Incentive program for accommodation units (3 nights accommodation at price of 2 nights accommodation);_x000D_
Implementation by tourism operators of the circular economy elements (use of green energy, use of short supply chains - purchase products directly from local producers);_x000D_
Awareness of the importance of preserving and capitalizing on the built heritage by communicating opportunities or benefits to owners of houses in the area (benefits regarding the use of natural materials in the construction or arrangement of houses, opportunities for the development of tourism activities)."
154,12,"A Tourism Innovation Development Network (RDIT), with the collaboration of the Tourism Innovation Lab in Angers, initiated in 2020 a collective intersectoral regional dynamic which must be continued to stimulate innovation in the tourism market. The underlying objectives are to better support innovative project leaders and to encourage tourism and non-tourism companies interested in the tourism market to make greater use of innovation, in collaboration with our partners such as incubators, technopoles, competence centres, ..._x000D_
This support will focus on the key sectors of tourism of our territory: nature tourism in connection with the national parks by supporting environmental excellence, agrotourism and wine tourism which were strongly supported during the last programming period (more than 150 projects financed between 2016 and 2021), nautical tourism (e.g. the CAPITEN project financed by Interreg Atlantic Area)._x000D_
Over the period 2022-2028, we will extend our area of focus to sustainable cultural tourism via a dedicated regional call for projects in order to further exploit the tourism potential of heritage sites and monuments with the aim of developing their attendance, modernising their offers, and making them evolve in line with the expectations of customers."
155,12,"CLIMATE-ORIENTED TOURISM_x000D_
Current situation: By participation in the European Union’s mission named 100 Climate-Neutral and Smart Cities by 2030 (Mission for cities), the City of Zagreb plans to implement the activities under three priorities which encompass all phases of enhancement of single components contained in the measures. By increasing energy efficiency (“energy efficiency first”), by strongly stimulating the development and use of renewable energy sources, whose current share in energy balance of the City of Zagreb is almost insignificant, and by digitalisation of energy infrastructure (smart networks and remote reading of energy and water consumption), a systematic and synergistic transformation of the whole system will be ensured, as foreseen by the European Green Deal guidelines._x000D_
Stimulation of the introduction of zero-emission vehicles and the accompanying infrastructure will resolve one of the biggest problems in the area of the City of Zagreb, i.e. the continuously growing, negative, impact of emission gases from the traffic sector. Finally, considering the growing negative impact of climate changes, a series of activities concerning the adaptation to climate changes and local negative weather extremes has been defined in order to increase the resilience of the overall critical infrastructure and enhance the readiness of civil protection system. Urban planning, i.e. the processes of landscape planning in the City of Zagreb (PPGZ (Spatial Plan of the City of Zagreb), GUP (General Urban Development Plan), UPUs (Urban Landscaping Plans) etc.) are a very important legislative lever of the City, which has to be used by introducing energy and climate policies in those landscape planning documents in order to stimulate the green transition processes. _x000D_
Measure: Drafting documents which will define the activities, measures and projects by systematically and comprehensively identifying the needs of each single part of the infrastructure which impact the energy efficiency and reduction of greenhouse gas emissions and other detrimental compound emissions. _x000D_
Objective: Setting up and implementing the measures, activities and projects which will save energy, improve air quality and finally enhance the quality of life."
156,12,"• TUI and the TUI Care Foundation will partner with the Greek government of the South Aegean Region in Greece to deploy the Co-Lab project in Rhodes during the next five years. In collaboration with other local stakeholders, the initiative will investigate and develop sustainable solutions in tourism that will serve as blue-print and leading example of transformation for other tourism destinations. The concept of the Rhodes Co-Lab is built on the structure of four cornerstones: _x000D_
o	Create green economic growth _x000D_
o	Green transformation and circular economy _x000D_
o	Restore biodiversity and protect the natural environment _x000D_
o	Strengthen positive social and economic impact of tourism._x000D_
• TUI will focus on leveraging data to drive the sustainable transition. By building on tech solutions which largely rely on data (e.g. the water cleaning systems in hotels), we aim to increase the transferability of that knowledge to implement data-driven solutions in more hotels."
157,14,"₋ Amadeus has created a travel and mobility data space called Eona-X, based on the Gaia-X principles along with other European travel and tourism stakeholders. Our will is to build new cooperative models and data driven business cases for the benefit of the entire travel ecosystem. The first use case is focused on multimodality. By 2025, Eona-X should play a key role to allow data exchanges in real time between mobility and tourism players across EU_x000D_
₋ Amadeus has joined a consortium to respond to the call launched by the Digital Europe Programme on the Tourism dataspace and we want to connect this initiative to the existing Eona-X._x000D_
- Amadeus is engaged in the IPCEI on Next Generation Cloud Infrastructure and Services. We are developing a project concept to set up a Data Exchange Platform that is needed to orchestrate the flow and exchange of data. By 2030, this cloud based platform should allow cross fertilization between the different sectoral dataspaces."
158,14,"AnySolution is vicepresident of the Spanish National hub of Gaia-X and co-leader of the tourism data space working group. It will contribute to the generation of sound tourism data spaces in tourism. _x000D_
We have also submitted a proposal to the EU call. _x000D_
We also work with EONA-X _x000D_
By 2030 we want to be members in the Europea Data Space and we hope to have supported the creation of two tourism data spaces."
159,14,"Andalusia through the NECSTouR ToTLab is partnering with the key European data players in a way we can contribute to the feasibility analysis of the ""European Tourism Data Space"". We have presented a proposal and it has been selected, therefore by 2025 we will support the work with respect to:_x000D_
- Identify a set of priority data set and data themes and potential use cases._x000D_
- Identify roles and interactions in a European Tourism Data Space_x000D_
- Outline an Open and inclusive Governance framework _x000D_
- Work on a roadmap for the implementation and operationalization of the Governance & Business Framework_x000D_
- Work on community Building and Ecosystem Development activites_x000D_
IF WE ARE NOT SELECTED, we will still participate as co-leaders in co-leading the Spanish Tourism Working Group in Gaia-X initiative. By 2025 we commit to identifying 3 use cases and working within the partnership of NECSTouR Tourism of Tomorrow Lab in supporting the creation of a uniform, streamlined and transparent Tourism data ecosystem for the benefit of the greater community"
160,14,"eu travel tech has provided its support to a consortium of organizations seeking to lead the work on the preparatory action for the tourism data space. This consortium also includes a member of eu travel tech as a main partner. _x000D_
_x000D_
Should this consortium be selected, eu travel tech will be involved in the implementation of the preparatory action in an advisory role, providing guidance and expertise to the implementing parties. Nonetheless, we will continue to closely follow the development of the tourism data space outside of this consortium as well, also through the ongoing work on the Code of Conduct for data sharing in tourism. _x000D_
_x000D_
Commitments:_x000D_
Eu travel tech commits to supporting the objectives of the EU Pact for Skills (within our role as an association), including contributing to the common objective of training/education and up/reskilling4 of 10% of the tourism workforce each year starting in 2022 until 2030."
161,14,"The ToTLab is partnering with the key European data players, and we will actively contribute to the “European Tourism Data Space” consortium."
162,5,"1) As co-founder and partner of Balkan Green (www.balkan.green) my consultancy will be establishing and supporting continued collaboration in collaborative destination management and credibly, measurably greening tourism businesses in the Balkan area. The work has started in July 2022 and the first results will be available in July 2023. Our aim is to strengthen continued collaboration, not only project-based; target from today´s viewpoint - min. 10 destinations from the Western Balkans to have reached an awarded level in the Green Destinations´ development and monitoring process by 2025 – and Montenegro to have committed to it and active from the national level as well - to bring together strategies with local action and evidence-based change: all starting to work with the GSTC Criteria / Green Destinations (GD) standards:_x000D_
_x000D_
2) Within Montenegro, my consultancy is facilitating collaborative and sustainable destination management development, aligned with the above mentioned international organisations. We have already one successful destination (Tivat), and as of Octoer 2022, further four destinations are registered; by 2030 my aim is to have all destinations in the country and the national level following and using the same sustainable management principles. Re-thinking tourism is a process, not a project."
163,14,"_x000D_Within the European project Euro-Emotur project (COSME). Euro-Emotur. The journey towards digitalisation. Thinking digital tourism through neuromarketing and emotions.   TOURINN-01-2020. 101038111_x000D_
Our organization commits to:_x000D_
_x000D_Launching a hub and open market -sharing information- to connect tourism SMEs with technological companies and OBS, applying a living lab methodology by 2025._x000D_
Improving the digital visibility of tourism SMEs offer initiatives by increasing dissemination of their initiatives -hub related- on Social Media, reaching at least 12 post per year by 2025."
164,14,"Development of the Regional Digital Tourism Osservatory (OTD)_x000D_
After the implementation of Smart Destination Project, co-financed by Italy-France Territorial Cooperation Programme, Tuscany Region is implementing the regional data lake on tourism, focussing on interoperability of data._x000D_
The data lake has been created starting from different data sources (internal and external), integrating them, defyining a first set of KPI and developing some business intelligence tool (i.e. dashboard). The process of increasing the data lake in on going, taking into consideration also other type of data sources (public/private, national/european), as well as the integration of different data and the development of new business intelligence tools and analysis._x000D_
_x000D_
The activity benefits also from the pariticipation of Tuscany Region to Necstour._x000D_
_x000D_
TARGET 2023-2025_x000D_
_x000D_
Improved the availability of data and information on the tourism phenomenon, through:_x000D_
_x000D_
2025:_x000D_
- increase in data sources that feed the regional tourism data lake (annual)_x000D_
- putting data and analysis online (annually)"
165,15,"AnySolution has developed a specialsied smart tourism platform solution for the management of data, indicators, etc in Smart Tourism Destinations, and continues to improve and update it to the needs of current demands. This is the NADIA platform. _x000D_
By 2030,  the idea is that at least fifteen municipalities will be using the NADIA platform."
166,15,"In Estonia, government has allocated 14 million euros of REACT EU funds for product development support for tourism sector. Purpose of the support measure is  to develop the international competitiveness of Estonian tourism products and thereby restore the growth of exports of Estonian tourism services to the pre-crisis level._x000D_
The sub-objectives of the provision of support are:_x000D_
  1) creation of travel motivation to visit Estonia or to extend the period of visit of tourists visiting Estonia through the development of new or renewed sustainable and distinctive tourism products;_x000D_
  2) the transition of a tourism undertaking to activities that create higher added value by developing sustainable tourism products of appropriate quality and the accompanying improvement of economic results;_x000D_
  3) the development of sustainable tourism products that support the green and digital transition in the tourism sector and take into account the integrated journey of visitors, ensuring a more sustainable functioning of the tourism ecosystem in the future;_x000D_
  4) the provision of an attractive sustainable tourism product covering a comprehensive range of visitors across destinations or businesses._x000D_
Totally 91 projects are supported so by the end of 2023 we expect to offer tourists 91 new green, digital and sustainable tourism products."
167,8,"As a consultancy and Co-founding partner of Balkan Green (www.hyvae.com and www.balkan.green): Within the Green Destinations, Good Travel Seal and Travelife for Tour Operators development and monitoring programs, educate and support a growing number of destinations and businesses make measurable changes to more sustainable practices (and be successfull = get awarded in doing so). The objective as of October 2022 is to support at least 20 destinations and 50 businesses."
168,11,"1) Together with the partners, implement Balkan Green, educate and support the destinations and businesses to use the existing and new digital platforms. From today´s viewpoint, the objective could be to have reached a minimum of 50 destinations and 100 businesses with education and support activities by 2025. N.B. We might tweak these numbers as the regional collaboration evolves! _x000D_
2) Keep all Montenegro´s destinations informed of recent and relevant best practices in our dedicated Slack group (started May 2021), with updates at least 1x every month._x000D_
3) Continue with the Travel Massive networking and organise educational events (online, on site and hybrid) in Montenegro (started 2017, by Oct 2022 there were 19) for tourism companies and destinations at least 4x a year._x000D_
4) Support international education to reach Western Balkan tourism stakeholders, private and public, at least 1 x a year, by supporting the organisation and programming of educational-experiential events – the 1st one taking place 14-16 November 2022 in Tivat - #TTTT22 – Tivat Tourism Think Tank – Regeneration for the Region that is planned to become a yearly returning event."
169,15,"Within the European project Euro-Emotur project (COSME). Euro-Emotur. The journey towards digitalisation. Thinking digital tourism through neuromarketing and emotions.   TOURINN-01-2020. 101038111_x000D_
_x000D_
Our organization commits to:_x000D_
External:_x000D_
- Provide R&I services and applied assistance to tourism SMEs involving at least five innovative techniques: Virtual reality, augmented reality, eye tracking, face coding and EEG, by 2025_x000D_
-  Providing training on digital R&I for digital tools to SMEs. At least three seminars in 2023-2025._x000D_
Internal:_x000D_
-  Providing internal training on digital R&I for digital tools to researchers. At least four seminars in 2022-2025."
170,16,"Tourism is a very fragmented industry with many SMEs that need to be supported in their digitalisation process. Amadeus has developed the technology to animate that ecosystem, by supporting local tourism destination services (i.e. bike renting, wine tasting, cultural visits…) to digitalize and distribute their content through indirect channels such as Hotels, DMOs and travel agencies. We are implementing this model in France in partnership with the CDC (Caisse des Dépôts) and we expect to roll it out across Europe over the next five years. We believe this creates a successful ecosystem that benefits end consumers and keeps in Europe the value created by the tourism sector."
171,16,"_x000D_
Greater use of the innovative tools offered by digital technology to help tourists perceive, in terms of greater safety, the correspondence of the services offered towards the assumed new characteristics of a demand that has emerged with the overcoming of the health emergency. To provide assistance and timely information even in the event of future crises. To enable travellers to acquire all the information they need to organise their trip before departure and during their holiday. _x000D_
_x000D_
After the conclusion of the training cycles for the enterprises, CNA Turismo e Commercio will draw up a protocol (scheduled for the first semester of 2023) for the implementation of measures aimed at the usage of information, to return to the tourist, necessary to organize the trip before the departure and during the holiday. In this case it will be necessary to implement the use of information systems that must be timely updated also using the assistance provided by CNA: we suggest the following link https://marketing.cna.it/viaggiare-in-italia/ as an example."
172,16,"The local administration along with the Maramures Destination Management Organization will support the digitization of SMEs and tourism destinations, both by sharing good practices and consulting on their implementation, as well as by dedicated programs. By 2030 we expect to meet the digitalization requirements."
173,16,"Andalusia, together with three other Spanish Regions (Catalonia, Navarra and Valencia) have been awarded by the European Commission with the Structural Reform Support Service for the tourism ecosystem: towards a more sustainable, resilient and digital tourism._x000D_
The OECD is involved in this special technical support. This partnership of regions have been mobilised through NECSTouR Tourism of Tomorrow Lab, a network of European Regions collaborating for positioning sustainable and competitive tourism in the European Tourism Agenda. _x000D_
This DG Reform Support Service, implemented with the support of the OECD, and through the NECSTouR ToT Lab will work on:_x000D_
•	The development of Definition of a joint methodology on sustainability within the framework of EU green deal and UN SDGs (expected for spring 2023),_x000D_
•	Aggregation of fragmented data,_x000D_
•	Developing pilots for implementing these monitoring tools (expected for December 2023) and_x000D_
•	Capacity building and exchange on best practices for DMOs on sustainable monitoring frameworks"
174,16,"'- EGWA commits to increase the existing best practice guide on innovation and digital tools (linked to UNESCO heritage and greenways - _x000D_
https://www.aevv-egwa.org/download/greenways_heritage/publications/GWH_Best-Practices-guide-innovation-.pdf) with at least 5 new references (2022-2023); open it up to other territories and attractions, and improve its visibility on the web site, trough newsletters and social network (at least 5 news and 10 posts)_x000D_
- Availability for sharing best practices on greenways in the on-line inventory mentioned in the form"
